label,text
neg,cybercrime   S15m lost to scammers impersonating Singtel staff and police using tech support ploy  CNA
neg,This is such an absurd process @Singtel In 2019 why do I have to 1 Preregister my interest in buying a thing from you a week in advance2 Then respond to a notification email a week later to go and prereserve my phone3 Then WAIT IN A QUEUE for an ONLINE PURCHASE pictwittercom9e6oy3ivCB
pos,Hahaha aku ikut singtel pre registered
pos,Hey there Im concerned to learn about this I understand that you have previously reached out to our hotline team able to share their advise and if they were able to share the reason for the charges
neg,Some termination plan fee ITS SO SILENT its like a hidden cost im coming down singtel on Monday bro this is nonsense
pos,How come 
neg,We hear you on this but I am afraid we are unable to provide a definite timeline Rest assured that we are working on this In the meantime are you able to add a card to your accounts payment details for a deduction to go through
neg,When Please give some timeline 9 days just to solve simple payment issue Is it what you call customer service 
neg,Its not uncommon for the network connection to be slower or weaker This is result of the serving station trying to support the large volume of users that are trying to log onto the network all at once especially in crowded areas 22
pos,For when you are in certain buildings or areas do refer to the picture attached For MRT stations wed like to share that at times when many people are actively connecting to the network in a single area eg peak period at a shopping mall or MRT station 12pictwittercombTFE92e4KB
neg,singtel is out here RUINING lives imagine my shock when i receive a bill over 600 charge over an termination plan THIS IS BULLSHIT @Singtel i dont know how many out there have called out but they will NEVER improve
pos,Selamat sore Bapak @Oprad2 ada yang dapat kami bantu jj
pos,Were still waiting to hear and will update you as soon as we have an update Thank you
neg,Invalid code
pos,sometimes in school and when im otw home as well but not as often as at mrt stations
neg,Hey there Do you only face this issue when on the trainat MRT stations How about else where
neg,While our team continues to check on this for your payment via Dash in the meantime could you add a card to your accounts payment details for a deduction to go through
neg,How disgusting that nobody is responding to this long pending issue
pos,HDKBFSJjJhHkznhHhshajanhHjajhahhHahhhahshfnfjbcncn
pos,a Singtel Price Plan vouchersb Singtel Prestige Vouchersc Singtel Recontract Vouchersd Singtel Rewards Voucherse SingtelUOB Vouchers 22
neg,Dear @SanjayDhotreMP ji please find below the message I received from @AirtelPresence they need more time@DoTIndia will you take any action on this issue @SecretaryDoT can I expect something positive@AmitShah@JPNadda@anishgaur7pictwittercomjUau0Tn5Rl
pos,Fantastic help
neg,No  faithful singtel
pos,Any update  singtel gomo worstservice
neg,hes not alone  ive been facing this issue as well so far its when im on the train 4G and full connection displayed but no data coming in or going out
neg,Hey there thank you for highlighting this to us If you have not made payment successfully do try again in about 30 minutes after clearing your browsers cache and cookies Let us know how it goes Thank you
neg,Dear @SanjayDhotreMP @rsprasad @DoTIndia @SecretaryDoT now it looks like that @AirtelPresence started harrassing intentionally Issue is not getting resolved @DoTIndia @SecretaryDoT jiDear @rsprasad  @SanjayDhotreMP ji Kindly intervene@AmitShah@JPNaddapictwittercomN1y0GQbTnL
pos,You would think that after YEARS of doing this they would have learned and improved the whole experience of getting the iPhone But spoiler alert @Singtel still sucksSo did I make the payment or not @SingtelSupportpictwittercomc2AFczSZZt
pos,Eh bagus ah singtel so in a few hours is how long
pos,And this happens frequently yeah Ive given you a follow able to drop me a DM with your account details so that we can look into this further
neg,Sms and calling is not affected just 4g inability
pos,Data works on 3g but not 4g when reset is done lasts for a certain duration Location irregardless of location despite indoors or outdoors irregular pattern Connectivity normally full bar when problem suffice as noticed Hope this helps
pos,Able to share more details such as if the number of network bars shown are low andor if all datacallSMS usages are affected Also is it usually outdoors or indoors
neg,Its happening in several locations despite my 4g being on and shown on my phone the connection isnt there 
pos,Hi there saw your tweet Able to share with us more details on the network issue you are facing Is it only in a single location or in several locations
neg,Anyone here facing issues with their @Singtel 4g network  a change of sim card and network reset hasnt been ideal for me
neg,Payment unsuccessful twice already eh hello singtel dont do this laaaaa i have more than enough balance to pay you
neg,cybercrime   S15m lost to scammers impersonating Singtel staff police using tech support ploy  CNA
neg,S15m lost to scammers impersonating Singtel staff police using tech supportploy pictwittercomGtZOLEZifh
neg,S15m lost to scammers impersonating Singtel staff police using tech support ploy 
neg,Singtel staff and service has been very consistent Consistently disappointing
neg,help singtel why is my connection so bad nowadays 
pos,Ai SingTel Dash pala @KissesDelavinKissesDelavinDNinangHugsAndKISSES KissablesHugsAndKISSES KissablesHugsAndKISSES KissablesHugsAndKISSES KissablesHugsAndKISSES Kissables
neg,In new technical support scam scammers pose as Singtel staff or cybercrime police pictwittercomREVhUE8DL2
neg,S15m lost to scammers impersonating Singtel staff police using tech support ploy pictwittercomU32JlYVN4G
pos,Hi there did you purchase a prepaid SIM card outside of Singapore
neg,Today at 3pm singtel will be open for iphone11 preorders 
pos,mmbe aku yg masuk singtel haritu dah comeback dell lol
neg,And @sunilbmittal @VittalGopal on top of the list Their panjim @goa terror camp company shop full of terrorist to steal goenkar hard earned money without providing any services Pathetic poor network whole over @goa @OfficeOfRSP @Singtel @goacm @NavhindTimes @TOIGoaNews
pos,@Singtel what is going mate 
pos,So whats the status now  9th day today and still team is working on it 
pos,iPhone11ProiPro MaxPrice PlanSingtelStarHubM1   
pos,Lol singtel acting up in the morning
neg,SingTel is just fking up everything I have no bloody signal on my phone keep saying no service honestly the worst shit ever
neg,And I thought it was because their connection was just lousy like always But I have to StuckHub for another year before can say goodbye to @StarHub forever and hello @Singtel 
neg,why am i experiencing no service early in the morning singtel you suck
pos,Singtel among worlds top 100 most diverse inclusive workplaces Refinitiv  singtel
neg,Thats why Dont try to cover it up You guys are the ones that choose which games to broadcast Singtel are getting more ridiculous each year From broadcasting all the English teams Champions League games to only broadcasting one Rubbish
neg,Where is matches for champions league @Singtel scammers
neg,Singtel so pathetic for only streaming one match during the groupstages Remember it used to be 3 or minimum 2 Ccb
pos,Wheres my Chelsea vs Valencia match @Singtel
neg,Messed up sia Singtel
neg,We pay so much money and yet we cant get to watch the Chelsea vs Valencia game live Im so disappointed in you @Singtel
neg,Singtel is bad
neg,Why Singtel never show the barca game
neg,Yes my g Wtf is going on Used to be 2 matches now 1
neg,singtel needs another competitor to broadcast football and theyll wake the fuck up Much like with circles then they came up with GOMO Typical Singapore government tyranny @Singtel GIVE ME MY MONEY BACK FUCKHEADS
neg,Hey @Singtel I am so very disappointed with your selection of Champions League matches on Mio I stayed awake  assuming albeit my bad for doing so that youll play the Chelsea v Valencia match To my utter dismay this and various other matches were not shown
neg,Why is channel 111 showing this shit @Singtel And your other miostadium channels empty pictwittercomokTZhEDa9h
neg,Wtf is singtel only showing one champions league game
neg,@Singtel wtf yall showing only one Champions league game at one time Give me my money back
neg,i woke up at 3am just to find out singtelbein sports only screens 1 champions league match and not chelseas one WTF back to sleep then
pos,how is singtel just gonna show 1 out 6 UCL matches 
neg,uhm why is singtel only broadcasting napoli v liverpool now where tf is the dortmund game brah
neg,@Singtel Are you guys joking with showing only one champions League game live Tonight Cant be even bothered to show the @BlackYellow Vs @FCBarcelona game Used to have 3 channels showing live UCL football now we get 1 paying the same exorbitant amount sing
neg,Fuck u @Singtel I stayed up for nothing give me my Chelsea game
pos,Wheres the Chelsea match @Singtel
neg,is it just me or is the singtel connection acting up
pos,I wondered what was going on there Singapore internetdown@Singtel @StarHub @M1singaporepictwittercom8Fy4LHHnU0
neg,life is too short for shitty wifi @Singtel
neg,Hi so only 1 match at 3 will be shown on tv today
neg,I had purchased a Singapore sim card from Indian airport numbered006596524390 which was found to be corrupted When complained and after hours of communication and giving my account details for refund nothing
pos,Cant even watch my favourite team compete in the group stage of UCL on my tv Much thanks to you Singtel
neg,No idea why am I paying @Singtel so much per month for football subscription when they are only broadcasting ONE match for @ChampionsLeague later on You do know that people also watch UCL too right Pathetic @SingtelSupportpictwittercoml8LRMFGhgS
neg,@CirclesLifeSG doing the right thing  Hey @Singtel  hope you learn a thing or two here not sending similar messages was exactly the reason I left pictwittercomfYniQEWHsE
pos,8000 June 2018 Website SingtelOptusPty Limited dbaOptusis the second largest telecommunications company inAustraliaand is a wholly owned subsidiary of Singaporean company SingtelWikipedia  wiki  OptusOptus  Wikipedia
pos,      RT @MyFireTan Singtelstarhub
pos,Singtel is honoured to be the only Singaporean company to make the 2019 @Refinitiv Diversity and Inclusion Index global Top 100 The ranking is a recognition of our ongoing commitment to championing a diverse and inclusive workplacediversity 
pos,Singtelstarhub
neg,Hi Are you facing this issue at multiple locations or at a specific one Also is it affecting other activities as well eg web browsing video streaming etc
pos,Red is on Internet  Iptv
pos,@Singtel HAIS pictwittercomfCqiHzrche
neg,@Singtel PLEASE HELP MY LAGGYNESSSSSSSSS
pos,hi was scrolling around just bought a new phone from singtel but my 4g tends to lag alot there will be sudden spikes randomly thank you
neg,unable to connect to internet Can connect to SSDI but no internet connectivity This is infuriating
neg,Hey I am experiencing some of the devices in my flat cant connect to Singtel fiber It only works for few seconds after reset and go back to cant connect Pls help
pos,Hi Aside from your Singtel TV service are you subscribed to Singtel Fibre Broadband as well If yes are you facing any internet connectivity issues
neg,walao this singtel lady talk for 2 hrs alr siak
pos,AKU NYA HOME WIFI SINGTEL SKKSKSKS
pos,Thank you for the explanation
pos,Were awaiting for updates from the respective teams Well reach out to you again once we have more info on this
neg,@StarHub This is not what we call a first world country 3hrs and still no internet for the office Now i have to use my singtel mobile to tether for data Thats not cool man Its not helping when the Business CS says to wait and call back 24hrs if its still 
neg,I hv 2 singtel mio set top box The one in my bedroom is working jus fine but the one in my living room keeps restarting and keeps saying No Signal
pos,Im afraid the UEFA Champions League is only available on CH 110 beIN Sports MAX HD As majority of the matches are playing concurrently the broadcast of a specific match will be decided by the content provider Nonetheless well share your feedback to the respective teams
pos,Internet down di Spore sejak sore ini Jaringan Singtel Starhub dan M1 semuanya mati 
pos,Hi Able to share with us what sort of error did you face
pos,Fibre network service in some parts of Spore down StarHub restoring services Singtel not affected M1
pos,StarHub customers experience Internet outage on Tuesday evening Singtel M1 say they arent affected 
pos,pictwittercomr0aRKoSgaN
pos,Aq singtel ko starhub jom m1 
neg,Wth singtel not showing Chelsea game
neg,Is it still taking time  @CirclesLifeSG @StarHub I am sure you people have big market to capture here Singtel customer support is really pathetic They just give copy paste response nothing else
pos,Longish read on Singapores national 5G plan with a focus on @M1Singapore Ive got companions coming up on @StarHub and @Singtel Lots of cool stuff going on there 
pos,Fibre network service in some parts of Spore down StarHub restoring services SingTel not affected 
neg,yup singtel n starhub down my phone is bombarded w questions
neg,@Singtel  how come theres only one champions league game airing at 3am tommorow When there other matches Eg Barcelona vs Dortmund and Chelsea vs Valencia This is ridiculous
pos,I using starhub la haha plus I got singtel line also One for work one for pleasure  your mum on speed dial but circles not bad that time I use
neg,Look at the messsge send by Vodafone that my mobiledata service has been kept off  When I came back they charged me for international mobiledatausage @VodafoneIN  I was using Singtel number when I was in Singapore  @DoTIndia @rsprasad @VodafoneGroup pictwittercomVuXPCLxlDv
neg,And @singtel will give this reply  Im afraid the UEFA Champions League is only available on CH 110 beIN Sports MAX HD As a majority of the matches are playing concurrently the broadcast of a specific match will be decided by the content provider
pos,Singapura Sedang Mengalami Gangguan Perkhidmatan Internet  Pelanggan Singtel StarHub Dan M1Terjejas pictwittercomWEygjYEGfQ
pos,aminn nasib aku singtel
pos,Im afraid the UEFA Champions League is only available on CH 110 beIN Sports MAX HD As a majority of the matches are playing concurrently the broadcast of a specific match will be decided by the content provider Nonetheless well share your feedback to the respective teams
pos,NOT Cool
pos,toms the preorder for ip11 under @singtel  may the odds be in my favour
pos,tukar singtel
neg,my wifi was down and 4g took fOREVER to load but found out it was a nationwide outage i thought it was just starhub lol but it was also singtel and stuff
neg,@Singtel your ihpone11 preoder process is a fail this year Went thru whole process payment page fails and now I cant redo the order
pos,Im happy I switched to singtel
neg,Starhub SingTel  M1 fibre network service down Starhub hit the hardestpictwittercomKnYqXcDZJb
pos,The content provider is screening all matchespictwittercomIPcfKUNSxB
pos,I THINK SO my friend uses singtel and she had no problem 
pos,Starhub ke singtel
pos,Yay singtel
pos,laughs in singtel data
pos,Starhub down which means GIGA too Bless that I still have my singtel sim card 
neg,is it jus starhub my data is singtel but  i dnt want to use any of it
neg,HDJXHKS singtel really shitty sia I sti having the issue at specific area 
pos,Wifi was down for a moment and we had to use mums hp to double confirm if its just our wifi or if starhub was the main problem since shes the only Singtel user in the house hahaha
pos,@StarHub is down luckily my wife is on @Singtel
neg,Singtel pls fix ur wifi i want play my game with @hairilmardini
neg,@Singtel not showing the chelsea game absolute rubbish
pos,@Singtel highlighted how data analytics enables a deeper understanding of customers for SMEs This slide shows live time data about their customers in Singapore looking at Victoria Topics include Melbourne Phillip Island Bendigo and AFL pictwittercomalr1J9
neg,What kind of service did you use until she did not get your signal Singtel M1 Starhub Or Circle Life
neg,@Singtel hi may I know why theres only one channel that shows Champions League matches this season Now I cant watch my fav team Man City play tmr
pos,ok thank you i tried as u said and it finally worked curios why singtel is not allowed but starhub
pos,Valerie YeongTan of @Singtel learned to build her own UiPath bot at the age of 65 inspiring her coworkers Thats one step because Singtel is ready to invest 327M to boost its employees digital skills Democratizing RPA together
neg,@AirtelPresence @airtelindia PLEASE help me  i wonder y singtel is forbidden for international roaming in singapore can you help me check y i cant be on roaming  i have paid for the service
neg,Apparently singtel is not showing Chelsea vs Valencia tonight 
neg,Waiting for 3pm to pre order my iphone 11Pro Max After trading in and singtel vouchers its gonna be mine for just 28 WoohooCome to daddy
pos,Singapore is secondworst globally for workplace diversity and inclusion while Singtel is the only firm from the citystate in @Refinitivs global top 100 
pos,Linette Lee Director Consortium Cable Investment at @Singtel Dr Rungkiet Kamondetdacha GM at True International Gateway  Jaewon Scott Jang Head of Global Network Strategy at SK Broadband presenting on SJC2 at the Global Cable Projects Showcase  SubmarineNetworksWorldpictwittercomftFpj2YqvD
pos,Singtel among worlds top 100 most diverse inclusive workplaces Refinitiv 
pos,Hey there Able to share with us what happened Well be here to help
pos,Singtel among worlds top 100 most diverse inclusive workplaces Refinitiv pictwittercomvlObChldPE
neg,Funny how everyone acting like Ramsey would Singtel handily ruin the chiefs  Dont remember him being a problem when jags were good  He just talked shit and usually backed it up
neg,Your mobile plan sales scam ends today @Singtel Salesperson and customer service officer have been dishonest since the beginning
neg,As for the money ive received its strictly for the debt under the official site for telecom Singtel  Starhub Even if the scammers may be caught and received fake threat letters the debt is still real that I have receipts of what the scammers bought GoogleplayItunes
pos,Hahaha okok please tukar singtel la paaaah
pos,eh HAHAHAHAHA
neg,Any hope to get it fix it today This is really worst customer service I ever had Every time just copy paste reply instead of giving real status of situation Please fix it
neg,Hi Could I confirm that youre able to detect  connect to your Fibre Broadband service but that youre facing slow browsing speeds Does the issue persist when youre near to the modem as well
neg,Many times ald Cant be doing it the whole day mah Switched to 3G for stability until SingTel gets its act together and resolve it
neg,singtel data can go suck cock sia fucking useless
neg,DefenceOptus C1 satellite vulnerable to interference by Singtel and Chinas Huawei published first in 2009 but problem persistsHugh White  says Marise Payne is unusually intelligentpictwittercomv3eB9KH1mj
neg,Seems like SingTels 4G connection is unstable
neg,@Singtel Hey guys Youre only showing 1 champions league game tonight NOT cool So much for promoting as the place for football fans
pos,Tapi ini kayaknya cuma buat pengguna starhub deh diriku pake singtel  sama iu ga sih ini
pos,Im at Singtel Geylang Telephone Exchange in Geylang Singapore 
pos,Singtel to invest 45m in upskilling employees  
pos,My sis freaked over this and was mad bcs we use singtel KSKSNSNSNJSNS 
pos,Singtel Invests S45M to Boost Employees Digital Skills 
pos,aku terbaca singtel 
neg,Seems to be intermittently slow
neg,Yes my broadband doesnt seem to work Ive done a reset of devices several times
neg,Hello Not that we know of Are you facing any connectivity issues currently
neg,@narendramodi please save the interest of minority shareholders of Bharti Telecom Limited who have proposed to exit them at cheaper rate than Singtel purchase ratehoping quick action in regardssince there is AGM on 30092019 by the company
neg,My wifi sucks im so done singtel whats wrong with u i fibre broadband leh
pos,At Singtel weve proactively disclosed our climate strategy and carbon footprint to the CDP since 2011 and implemented initiatives to make the transition to a clean energy future and build resilience in our operations said Group CEO Chua Sock Koong 
neg,@Singtel Are there broadband issues I dont have WiFi at home Im in the west
neg,Singtel wtf my phone data just dies randomly throughout the day then i got fking reported on ml bcuz of that fk 
pos,Tapi kimaish 1000 sia hahahaha belom bayar bulan2 singtel for numbershare 
pos,has anyone bought a phone from singtel online before 
neg,If Im porting over to other provider Ill just proceed as normal and wait for SingTel to bill me the 1 months subscription Am I right
neg,Hey there whats wrong 
pos,Hi there do share with us more details to further isolate this issue Well be right here
neg,@SingtelSupport Hi SingTel if I end my Sim only plan earlier by 1 month How much penalty do I have to pay
neg,Good riddance to bad rubbish @Singtel
pos,Southern New Hampshire to offer college credit for Salesforce trainingSingtel invests S45mn to boost digital skills opens new space to facilitate learningAustralian Institute of Management Launches Digital Marketing T   
pos,Ive check the price fr ip11 ip11 pro  ip11 pro max BITCH the gap between ip11  ip11propro max is HUGE well thats on singtel i
pos,Hi there sorry to learn of this  Allow us to check with the team further on this We appreciate your patience in the meantime Thank you
neg,Im afraid that we do not have any updates yet as were still checking with the team Rest assured were liaising closely with the team with regards to the issue that you are facing We sincerely apologize for the inconvenience caused
neg,@Singtel  can you please promptly update EPL remaining matches on SingtelTV Go  catch up tv I have noticed that some of the past matches also not been updated as should Please look into it otherwise then what is the purpose of having this catch up tv Than
neg,@Singtel @SingtelSupport can you please provide a timeline as its already been 7 days I can not use my sim
pos,Prepaid international Sim for Singapore
pos,Hi there were still checking with the team on this and well get back to you again once theres an update
pos,sayangnya gw pake singtel coba starhub banyakin gratisannya ntar gw ganti starhub  
pos,Singtel lol but I got tvn
pos,@SingtelSupport @Singtel any update 
pos,Download N970FXXU1ASHE Official Android 9 pie for Galaxy Note 10 SMN970F Singapore SingTel SIN  SIN 
pos,Singtel announces 45 million investment in digital education  Asia is investing in their people@stroker
neg,eeeeee singtel wifi sucks ah seriously ugh
pos,A price comparison of the latest iPhones with 2year plansCompared Price plans by Starhub M1 and Singtel for the iPhone 11 and iPhone 11 Pro pictwittercomTOgwsRazsv
pos, SingTelIT35 
pos,Hi Im afraid this is managed by the content providers Nonetheless well share your feedback with the respective teams for future reviews of our content lineup Thank you
neg,singtel wifi is horrible ITS 5G AND I CANT EVEN LOAD MY PIC ON TWITTER
neg,literally my wifi is acting up when its important  none of the pictures are loading up and my wifi is 5G cmon singtel dont kill me here
pos,Download September 2019 Security Patch for Galaxy Note 10  N975FXXU1ASHE Singapore SingTel SIN  SIN 
pos,Thanks for letting customers know
neg,@SingtelSupport hi my frnd is unable to get any connections on his iPhone even if i try to connect manually to singtel its not showing have tried restarting and removing the sim but no use
pos,Reskilling @Singtel will invest SGD45 million over three years to improve the digital skills of its 12600 employees in Singapore saying the initiative is designed to ensure staff remain relevant as the industry evolvespictwittercomXK9slgdr8H
pos,Hello @Singtel can we have this instead the usual boring hosts that you have currently on mio 
pos,Hi The free additional data will be credited within 3 working days from the date of your registration Youll also receive an SMS alert to notify you when the free additional data has been credited
neg,@SingtelSupport hi I am getting some call from unknown person stating Singtel customer care saying my internet router is sending some spam emails and bla bla I am not a Singtel customer Could you note it so that your customer are not tricked
pos,Do keep a lookout for more info via email You can also stay tuned to our bulletin at 
pos,Singtel Invests S45M to Boost Employees Digital Skills pictwittercomkHTJ07od08
pos,Singtel Invests S45M to Boost Employees Digital Skills pictwittercom0vOfDmixly
pos,Singtel Invests S45M to Boost Employees Digital Skills pictwittercomp3Y8KZCsTh
pos,Singtel Invests S45M to Boost Employees Digital Skills pictwittercomIeXuKZ8U10
neg,Update I just got an SMS saying more data is credited to the account with some number typo So we are good now  But this issue shows that some of your call center staff is providing wrong information This is serious Please dont let it happen againpictwittercomZTfryzjk7b
neg,Thanks Sorry to say but I am listening the same thing since past 7 days I hope it will be fixed asapI really wonder if everyone said they are personally monitoring this case then what is stopping team to fix it
pos,Singtel Partners Chinese Telcos to Establish International Data Link between Singapore and Chongqing pictwittercomDSdNNUb8Sm
pos,Singtel Partners Chinese Telcos to Establish International Data Link between Singapore and Chongqing pictwittercomb0aEV2ZS9W
pos,Singtel Partners Chinese Telcos to Establish International Data Link between Singapore and Chongqing pictwittercomkj31P1vtvu
pos,Singtel Partners Chinese Telcos to Establish International Data Link between Singapore and Chongqing pictwittercomgvaPFYyptt
neg,Hi The information is from a call I made to 1800 482 2800 at around 1512 Sep 15 for 29 mins she did put me on hold for a long time I didnt remember the name though DM me if you need more information And let me know how can I get the I data I was supposed to get 
neg,just waiting for singtel to send the preorder instructions for iphone 11 pro when will the email be going out to customers
neg,I think as long as u have a singtel billing whether it is for hphouse phoneinternetmio tv it should be ok because the viu subscription will be billed to same acct
pos,Do allow us to check on this further with the respective teams Appreciate your patience in the meantime
neg,Optus is singtel singtel  Chinese communist party probably would have to the contract through bribes mate
pos,Hi Ive followed you  do drop me a DM with the Registered Subscribers full name Singtel account number and contact details Well check on this further
pos,Sign up for Viu Premium if u are singtel subscriber u can get 1st 3 months free
neg,Dear @Singtel people open up pre order for iphone at 13th sept and you freaking open up on 18th sept Are you trying say that  i dont follow rules from apple 
pos,Im at Singtel Tanjong Katong Telephone Exchange in Singapore 
neg,Singtel dont even wish to open pre order for iphone
pos,JSQUARED Small Frozen Yoghurt with 1 Topping for 3 UP 490 at llaollao Singtel Dash 
pos,Singtel StarHub  M1 Price Plans for Apple iPhone 11 Apple iPhone 11 Pro  Apple iPhone 11 Pro Max 
neg,JSQUARED 5 off 50 Min Spend Sitewide at Shopee Every Monday Singtel Dash 
neg,hopefully singtel can replace my missing airpods zzz
pos,Singtel has announced an investment of S45 million over three years to deepen the digital skills of its 12600 employees in Singapore
neg,Stupud right singtel i switched to 4g cuz my wifi isnt working AND I EVEN SEND MESSAGE OUT LOL ridiculous
neg,I wanna transfer back to singtel and for a new phone and then transfer back to whichever telco has better plans after
neg,Thanks for your reply There is no timeline shared I talked to 45 different people till now and everybody said that we are personally monitoring it and making it highest priority but no luck till now
neg,i have mentioned the problem as shown in my tweet above 
neg,fuck singtel cheebye
neg,Swear to god SingTel Internet is so fucking shitty  I keep disconnecting in my phone outside recently And I even have to restart my damn phone just for Internet for like what  1 min  Then it goes off again best part it says 4G 
pos,@SingtelSupport having slow network speed at home using mobile network Can singtel advice pictwittercomnJ8WciqfdK
pos,JSQUARED 5 off Food  Beverage Combos at Cathay Cineplexes Singtel Dash 
pos,Hi did our colleagues shared with you a timeline for an update
neg,Free 1 mth Epl screening on Singtel I think its time for me to sign up Internet free streaming been shitty these days 
neg,Singtel Ericsson and Singapore Polytechnic open 5G Garage  NewspictwittercomJE8AsE3Upm
neg,And the channel singtel got one cannot 
neg,Changed my SingTel set top box on Friday and now it cant be switched on The heck I wanna watch Big Stage 
pos,SingtelAmazonSIM
neg,SingTel   4GLTE   SIM 7 
neg,@SingtelSupport @Singtel These are my complaint number 20190912715347189  20190912715347191 Talking to ur csr since 7 days and issue still not resolved They keep saying highest priority and 1 day every time but nothing happened Can you please help me out 
neg,I have not checked my email as often as I did the last few days just waiting on @Singtel to send the instructions to preorder the iPhone11Pro
pos,SIMVoLTESIMMayumi U1  U1Singtel378pictwittercom4mYbThzRhs
pos,Singtel378
neg,FUCK YOU SINGTEL YOUR WIFI SUCKS
pos, Singtel  pictwittercomSFPVYfhZA3
pos,To the cute guy at singtel who helped me thank u
pos,  exo     @TicketinThai  singtel     pictwittercom7o3jpdA8sg
neg,Trying ringing em pal x
neg,@SingtelSupport I dont recall being notified that iTV isnt broadcast as of 20Aug its one of the reasons I went with Singtel forTV The package I initially signed was supposed to have ALL football for a trial wasnt told EPL was  extra  on top now no iTV Wha
pos,Market Outlook PSR Singtel Azalea Straits Trading China Weekly Phillip SGWeekly 
pos,i saw the singtel satellite dish and thought it was gardens
neg,eh singtel the customer service legit shit like its an actl problem everytime they charge my dad extra for random shit and then my dad has to call them and tell them off and they also cannot do anyth right i swear
neg,seriously fuck singtel for their shit customer service WHY THE FUCK AM I BEING CHARGED THREE TIMES FOR SPOTIFY PREMIUM SIAO AH  I NEED TO USE 3 TIMES OF IT MEH  called in to ask for wavier and why am i being charged THEY TELL ME NOW OH IM UNABLE TO OPEN THE BILL CAUSE 
neg,i was in 187 and the data died all throughout bukit panjang to jurong also again later when i was in the train from je to yew teeis that singtels fault
pos, do u use singtel
pos,Starhub singtel apa m1 yg bagus yaa
neg,@SingtelSupport @Singtel This is unacceptable I bought 15 hi sim card which has promo of additional 6GB now But the singtel app says we dont get it Support says promo already end 8 Sep But the website says 30 Sep What is going on pictwittercomslA5YBxv4e
neg,Just got a callHi Singapore Telecommunications Service your number will be discontinued in 2 hoursme checks Singtel appexpires on 11 March 2020wow time flies fast
pos,Ive pm you
neg,XO 78 also not bad uhhh Im already using singtel But wanna change plan uhhhh
neg,okay ive has to restart my phone five time today bc my data just dies suddenly and idk if this is an phone problem or a singtel problem help
pos,My singtel app 
neg,Yeap Im still not able to connect to the internet even after changing my current singtel wifi router and optical network router to my old set The PON is red
pos,Z74 Singtel  Week 1620 19  Nash NEX about to Mo0n   pictwittercomclBUDi9Wyz
neg,Hi Are you currently still facing issues with your Fibre Broadband connectivity Do let us know well be here to help
pos,Im afraid this is managed by the content providers  Nonetheless well share your feedback with the respective teams on this Thank you
pos,neocityinsg if anyone needs the singtel presale code i have an extra one to give please dm
neg,you can just show singtel operator logo or recent bill one of such things is entitled to 8 tickets
pos,The construction of Esplanade  Theatres on the Bays new 550seat theatre situated along its busy waterfront has begun In appreciation of Singtels generous donation the performance venue will be named Singtel Waterfront Theatre at Esplanade 
neg,Sg people tryna get the tickets thru singtel pre sale at SingPosthmu pls  NEOCITYinSG
neg,i have restarted my modem but it still persists is it just singtel have shit connection
neg,im literally sitting right in front of my modem but Im barely getting any wifi wtf this is getting worse is my dad really paying so much for shitty internet fuck singtel
neg,Post office tbh but then i realise i need the phone bill to verify that im a singtel user so post office is out of the qn alr
neg,to anon  ive bought tickets from singtel pre sale sometimes u get really good tickets  but the site crashes a lot  so try to have more tabs and use both google and internet explorer 
neg,hi ppl have been saying singtel tickets are not very good is that true should i buy on Sunday instead  this is what im thinking too hnnnggg i really dont know  
neg,@Singtel charged me 400 SUDDENLY coz my data roaming on im shook  didnt even use any data how can they charge me for nothing Dissapointed
neg,LOL IM SHAKING SHLD I GO SINGPOST INSTEAD AKSBIWEBJ BUT I CANT ACTUALLY CAUSE IM NOT SINGTEL
pos,Youre most welcome Do note that itll have to be the registered subscribers ONEPass account in the My Singtel App used as thats where the Fibre service will be shown at the bottom of the launch page  Let us know how it goes well be right here
neg,Hey there Oh no we wouldnt want that  Able to share with us whats wrong Were here to help
pos,Hey there were sad to hear this  Able to share more details with us on the issue you are facing Additionally may I ask to clarify if you are referring to home broadband or public Singtel WiFi
pos,If you notice it happens to specific sites while other sites are fine it may be due to the traffic to that specific site However if it happens across all sites do perform a Connectivity Test via the My Singtel App to help identify potential issues with your connection
neg,Although I cant I am disappointed the telco will show Singtel and not GOMO
pos,One of the most amazing projects I have worked on so far  KIOSK which dispenses a phone Agent Video Assist  CoBrowse feature from our company @tetherfi Super proud @Singtel @businessinsider Singapore Singtel
neg,Wa singtel your wifi is shit your data is shit u are basically pure shit
neg,@Singtel all u have to do is provide good wifi but you failed at that miserably so fuck you
neg,yea i texted this girl who was selling the singtel codes and she said this pictwittercomelz0UPvgeg
pos,got singtel priority so getting my tix tmrw instead my nervousness increased by x2 
pos,cant believe some people are actually selling their singtel codes
pos,hi sorry for adding onto the endless qns but is the singtel code only available for one device so i cant try  if Im not wrong its one code per ip address cause i have three of my own codes lol 
pos,Trending SGX News  Daily Markets Briefing STI up 08 Singtel led the gains after its stock   
pos,YALL I FORGOT TO TURN ON MY WIFI WHEN I GOT HOME FROM WORK AND IVE BEEN WATCHUGN SHOWS AND IM ON MY THIRD EPISODE AND I JUST REALISED I WATCHED THREE EPISODES USING MY DATA BLESS JESUS MY DATA RENEWS TONIGHT WELPS AND BLESS SINGTEL FOR THE EXTRA 6GB TT
