,text,target,target_new
7020,thanks how about data will that work,-0.8,0
7021,Normally there will always have no issues If there are reds or unconnected or whatever Id know how to contact for a troubleshoot Issue is we are always told that its perfect And thats my frustration things arent workingpictwittercomJfQW597Cf1,0.5,1
7022,hmmcan try to do a Connectivity Test via My Singtel app Select your Fibre Broadband service first then the test is under Help tab Update us here of the outcome,-0.1,0
7023,Iklan singtel yang Christmas bagus,-0.9,0
7024,@airtelindia @AirtelPresence this is what happens when you try reaching to raise appeal but no one registers the service requests @DoTIndia @rsprasad @TRAI @SecretaryDoT @PMOIndia @Singtel @VodafoneUK @reliancejio IndianTelecom operators ,0,1
7025,You can DM us with your full name and mobile number so we can help temporarily suspend the line The nearest Singtel Shop are in Tampines Mall and Parkway Parade You can refer to this  ,0.3,1
7026,I want to suspend the line now please Which Singtel is near Paya Lebar Quarter please,-0.1,0
7027,Singtel app is something not really helping in communicate to direct person Unable to solve the issue and not responding well based on call back appointments make around 11 am  3 pm Never call me  Now waiting for call again between 4 to 5 pm again,-0.6,0
7028,Singtel News Release 02 Dec 2019 ,0.5,1
7029,Itu kalo mau sama temen gue USD 220 beli pake singtel priority,0,1
7030,HELP RTNCT DREAM TOUR THE DREAM SHOW IN SINGAPORE TICKETING SERVICE30SGD   Limited slotExperienced and trustedDM if interested priority singtelNCTDREAM NCTDREAMinSG TheDreamShow JISUNG JAEMIN JENO HAECHAN CHENLE RENJUN DREAMIESpictwittercommh0QhwVL9L,0,1
7031,@Singtel hi guys Im in the uk and my phone was stolen How can I get a SIM card  Can my husband who is still in singapore pick one up My mobile is 9155 2621 Help,0,1
7032,This is the only time you would be happy about singtel ,0.3,1
7033,oh im singtel so if anyone wants the promo code for the presale ,0.5,1
7034,gago kaiyak yung ad ng singtel ah,-0.2,0
7035,Singtel Po heheheehFRANKIANA ForPANDORA ,-0.1,0
7036,Blue Ant Entertainment Set to Launch on Singtel TV  TVASIA @BlueAntMedia @Singtel pictwittercomNjFtFqRX2M,0.7,1
7037,singtel christmas ad is so  cb daughter lol,0.8,1
7038,Singtels ads,0.5,1
7039,HELP BOOKINGGOT7 KEEP SPINNING 2020 WORLD TOUR  in SINGAPORE Date  22022020 SAT Venue  SINGAPORE INDOOR STADIUM PRESALE  SINGTEL PRIORITYPlz DM if you interested GOT7 KEEPSPINNINGinSG GOT7KEEPSPINNINGinSG GOT7inSG pictwittercom9lDMVPcicn,0,1
7040,HELP BOOKINGNCT DREAM TOUR THE DREAM SHOW  in SINGAPORE Date  15022020 SAT Venue  The Star Theatre The Star Performing Arts Centre PRESALE  SINGTEL PRIORITYPlz DM if you interested NCTDREAM THEDREAMSHOWinSG THEDREAMSHOW ,-0.3,0
7041,Gila Iklan natal singtel di youtube keren abis Nanggis ,0.2,1
7042,this is why singtel is the best ,-0.6,0
7043,Open Jastip NCT DREAM TOUR THE DREAM SHOW in Singapore SINGTEL PRIORITY DP 50 Cicilan H7 Diusahakan dapet section yang diinginkan Fee 150k  Dijamin Trusted Dm for testiDM for the detail NCTDREAM NCTDREAMINSG THEDREAMSHOWINSG,-0.1,0
7044,Ncen mantaph teman2ku ini Gw ngerant di TL Ditumbasno singtel langsung  pictwittercomV0YztfaepU,-0.2,0
7045,Hmm nak cari singtel users dah satu hal shd I go to sg or nahhh ,-0.4,0
7046,HELP RTNCT DREAM TOUR THE DREAM SHOW IN SINGAPORE TICKETING SERVICE30SGD   Limited slotExperienced and trustedDM if interested priority singtelNCTDREAM NCTDREAMinSG TheDreamShow JISUNG JAEMIN JENO HAECHAN CHENLE RENJUN DREAMIESpictwittercom6DlEAMzmmu,0,1
7047,masa y nangis grgr iklan Singtel,0.6,1
7048,Does anyone uses Singtel,0,1
7049,why did i get a singtel ad on youtube ,0,1
7050,Hi there Im afraid that we will not be broadcasting the FIFA Club World Cup  Seeking your kind understanding on this matter,0,1
7051,Hi there More information will be provided on 20 Dec 2019 10 am onwards So stay tuned to our Facebook Page ,0.3,1
7052,Singtel News Release 05 Dec 2019 ,0.1,1
7053,@SingTelmioTV @Singtel will you guys be showing the Football club World Cup games live I dont see it on the TV guide,0.2,1
7054,Bwiset maning ad sa singtel uyy makahilak,0.3,1
7055,Blue Ant Entertainment Set to Launch on Singtel TV  @BlueAntMedia @Singtel,0,1
7056,LOL SM UNDERESTIMATING NCTDREAM AGAIN,-0.1,0
7057,UHHHH MY PARENTS USE SINGTEL BUT IDW THEM TO KNOW I SPENDING SM MONEY ON CONCERT TIX,0.7,1
7058,Singtel News Release 08 Dec 2019 ,0.3,1
7059,HELP RTNCT DREAM TOUR THE DREAM SHOW IN SINGAPORE TICKETING SERVICE30SGD   Limited slotExperienced and trustedDM if interested priority singtelNCTDREAM NCTDREAMinSG TheDreamShow JISUNG JAEMIN JENO HAECHAN CHENLE RENJUN DREAMIESpictwittercom8B0t3yjntq,-0.1,0
7060,Ohhh i think i get it login to singtel using mobile number n password then we should kinda click on something to collect the promo code that will be sent to singtel number later Okay2 thanks for the info appreciate it a lot,0.1,1
7061,Oic  Sorry I dont have for that but singtel priority works in that you find someone who has sim card to generate the code for you That was what I heard most people did But bear in mind even if sold out for singtel priority VIP can still be available for livenation priority,-0.7,0
7062,  um i dont see why i should most ppl will try to buy on saturday like get the singtel code from friends etc so saturday will sell out pretty quick  all ,0.1,1
7063,idk ehh @OUTROYOONlE are u a singtel user,0.7,1
7064,does  use singtel,-0.3,0
7065,Sorry for joining in suddenly  may i ask about that one message above the other stating about yoir singtel pass available for 10m do we need to login to singtel web as well using the 1time pass,-0.8,0
7066,yoo anymoots stay near hg and is a singtel user PLSSS I NEED HELP,0.5,1
7067,Sorry the confirmation email has just arrived ,0.2,1
7068,Hi there Ive already ordered 2 singtel hi tourist sim cards my credit card has been debited but  why the confirmation email has not been received yet pictwittercomiAcqZnYExG,0.7,1
7069,@Singtel Hi  could you guys please advice me on how to buy the dreamshow ticket using singtel priority Thanks a lot,0,1
7070,Singtel priority sales   ,0.6,1
7071,True   presale    Singtel  5555555555,0.9,1
7072,singtel priority no commissions anyone still needs me to help them buy nct dream tickets dm me for more info only cat 1 tho bc im helping other ppl buy also will be gg to buy at indoor stadium there so  nctdreaminsg nctdream nct,-0.6,0
7073,Great thanks a lot,0,1
7074,i think ull get a code once u key in the no and ull use it to book the tickets like to ensure that ure a singtel user and hence eligible for the priority sale,0,1
7075,Hi sorry to hear that Can share if any of the LEDs on the modem or ONT in red You can try the Connectivity Test on My Singtel app as well to determine the root cause Select your Fibre Broadband service first and the test is under Help Update us of the outcome,0.1,1
7076,Its funny Comin home to a snailed paced intermitent wifi And bcome panicky and angsty Omge Too reliant on internet Singtel customer service 1688 cannot get thru Sheesh Den haf to WhatsApp using data to get Singtel Dis robot shirley also cmi ,0,1
7077,Chairman of Singapores state investor Temasek Holdings management and investment arm Temasek International chairman Lee Theng Kiat tipped to also helm Singtel board next year He will take up that position on Jan 15 2020 pictwittercomVFaOvXB0nL,-0.5,0
7078,HELP RT TICKETING SERVICE NCT DREAM TOUR THE DREAM SHOW IN SINGAPORE TICKETING SERVICEService charge  25SGD  TicketSlot is limited Will start queing this fridayDM me to book your slotPriority singtel  pictwittercomOChyZpOHY3,-0.3,0
7079,bntr lg indonesiawwkwkwkwkwk,-0.6,0
7080,i wanna buy nct dream concert tix but im not a singtel user  i just wanna get good seats ,0,1
7081,that time I think I typed in my number or smth or like u go check the singtel app,-0.8,0
7082,ok im dumb here someone teach me how to use singtel piority thingy I AM DUMB SORRY HAHA,-0.2,0
7083,hi guys pls help me im v dumb so i rlly hope someone replies me  for the dream show in sg during the singtel presale where to buy tix isit the singtel web or can i buy from stadium too,0.2,1
7084,Singtel ad ,0.3,1
7085,TO ALL SG NCTZENS GOING FOR THE DREAM SHOW  PLEASE DO NOT TRUST THE RUMOURS OF THE PRESALE TO GET GOOD TICKETS THATS ACCEPTED BY ONE PROD  ONLY BUY FROM THE SINGTEL PRESALE AND OFFICIAL APACTIX TICKETS ON SATURDAY AND SUNDAY,0.4,1
7086,Tergantung nemu orangnya jugaaaaa soalnya disana kan ada sistem singtel ya biasanya tiket singtel feenya bisa 5070 sgd,0.1,1
7087,Looking for Singtel code if you wanna sell plz DM TheDreamshowinSG,-0.8,0
7088,ahh okkiee wait so like since the singtel sales is on 21 so on 20 i can go online to get the code but like in order to claim the code need to put in the persons phone number righttt AHAHA,-0.8,0
7089,@OneProductionSG Hi may i ask for advice on how to buy the dream show ticket using singtel priority Coul you send me the link that could show the mechanism to buy it with singtel priority  Thanks before,0,1
7090,u will get a code after putting your singtel number into a website then u can use that code to buy the tixs ,0.1,1
7091,ah as in the singtel presale or a different one,-0.8,0
7092,yall i need help do yall know how to buy tixs thru singtel priority queue like as in if one of my fam is a singtel user what do i need to do,-0.8,0
7093,please yall dont trust and pay 70 more okayy i emailed and texted one production about the matter its best that just buy the tickets from general sales or singtel sales,0,1
7094,HELP RTNCT DREAM TOUR THE DREAM SHOW IN SINGAPORE TICKETING SERVICE30SGD   Limited slotExperienced and trustedDM if interested priority singtelNCTDREAM NCTDREAMinSG TheDreamShow JISUNG JAEMIN JENO HAECHAN CHENLE RENJUN DREAMIESpictwittercomdGx3vubjMw,-0.8,0
7095,TO ALL SG NCTZENS GOING FOR THE DREAM SHOW  PLEASE DO NOT TRUST THE RUMOURS OF THE PRESALE TO GET GOOD TICKETS THATS ACCEPTED BY ONE PROD  ONLY BUY FROM THE SINGTEL PRESALE AND OFFICIAL APACTIX TICKETS ON SATURDAY AND SUNDA,0,1
7096,yepss ill b buying via singtel presale and if im not wrong there are only three out of thirty ppl payin extra 30 and it has to be by tonight hope it flops HAHAHAHA,0.4,1
7097,TO ALL SINGAPOREANS GOING TO THE DREAM SHOW  PLEASE DO NOT TRUST THE RUMOURS OF THE PRESALE TO GET GOOD TICKETS THATS ACCEPTED BY ONE PROD  ONLY BUY FROM THE SINGTEL PRESALE AND OFFICIAL APACTIX TICKETS ON SATURDAY AND SUNDAY,0,1
7098,Singtel News Release 16 Dec 2019 ,0.4,1
7099,Not at the moment But seems like Singtel networks are having issues from time to time lately,0,1
7100,The new engineer save me from living in the cave by giving me singtel wifi ,-0.3,0
7101,for offline you just have to show your singtel bill or sign or smth on your phone with singtel on it but just keep the promo code just in case,-0.8,0
7102,Hi mel hehe thanks for the info btw as i am really clueless on how to use the singtel priority to buy overseas concert ticket in SG,-0.6,0
7103,@singercircle Excuse me i know ur user from my friend melinda May i ask you some question about how to purchase concert ticket in sg using singtel priority,-0.2,0
7104,HTBSERVICE NCT THE DREAM SHOW in SG15 February 2020  The Star Theatre  ticketing date 21 December 2019   singtel piriorityDMKKTLINEwechat for ticketing serviceTHEDREAMSHOWinSG NCTDREAM THEDREAMSHOW ,-0.6,0
7105,Can singtel stop My ping is getting fked,-0.1,0
7106,i know this is a stupid question but im stupid myself and i really need to know so sg nctzens hello can the singtel priority code be used for both online and offline purchase ,0.4,1
7107,but damn when u come across that singtel ad u cri sir u cri ,0,1
7108,singtel just sucks ass,0.1,1
7109,ohhsorry i dont have a singtel number,0.6,1
7110,Singtel MovieThe Gift  @YouTube,-0.3,0
7111,Was gonna ask help to buy ticket for dream show  it says it needs a singtel number for the promo code for the online selling and i dont have one ,-0.7,0
7112,Singtel prepares chair succession ,0,1
7113,HTBSERVICE NCT  THE DREAM SHOW in SG2020215  The Star Theatre   20191221 singtel priority   DMKKTLINEwechat THEDREAMSHOWinSG NCTDREAM THEDREAMSHOW pictwittercomGJJ0C4NaUn,-0.2,0
7114,HTBSERVICE NCT THE DREAM SHOW in SG15 February 2020  The Star Theatre  ticketing date 21 December 2019 SINGTEL PRIORITY  DMKKTLINEwechat for ticketing serviceTHEDREAMSHOWinSG NCTDREAM THEDREAMSHOW pictwittercomDRoSlNwz5n,0.1,1
7115,finally found the info from Terms and Condition of Singtel Plan was lost in the forest of documents until i found that i missed it in main document 1st feb 2018 got that plan 24 monthsI will be released from jail on 1st Feb 2020 Have been signing on to Mobile plan,0,1
7116,Iklan Singtel di youtube sedih bngt sih ,0.9,1
7117,Aku pakai digi punya roaming ni kat sg dia jadi starhub atau singtel,-0.8,0
7118,i need Singtel plz,0.2,1
7119,@AutumnHyunjin,0.2,1
7120,Were glad to learn of your experience Thank you for taking the time to share this with us ,0,1
7121,whose singtel account is it that was billed to my account  fucking 162 dollars asking me to PAY and its not My bill,0.8,1
7122,yall when buying at singpost for singtel presale must we show this logo ot wtv its called  sis is starhub  pictwittercomn8eTIFXDNB,0,1
7123,true lol,0,1
7124,Iyaaaa singtel priority ,-0.9,0
7125,Bangsul Iklannya Singtel yg The Gift bikin mewek ajaaa,-0.9,0
7126,Aku mauuuu serius singtel priority,0.4,1
7127,Temasek Executive Director Lee Theng Kiat appointed as Chairmandesignate of Singtel Board  The Online Citizen ,0.9,1
7128,Kak ini singtel priority juga gak tiketnya,-0.1,0
7129,Reason why I dont pick up calls from unknown number is because most of the time its from someone who try to scam me Pretending to be singtel DBS and etc In the first place im not using singtel at all And please try something new,-0.8,0
7130,kok ini iklannya singtel ngena bgt ,0,1
7131,Stepped into the @Singtel  Shop at Comcentre today for the first time in years Must say I was impressed with the ambience and service provided Keep it up,0,1
7132,HELP BOOKINGGOT7 KEEP SPINNING 2020 WORLD TOUR  in SINGAPORE Date  22022020 SAT Venue  SINGAPORE INDOOR STADIUM PRESALE  SINGTEL PRIORITYPlz DM if you interested GOT7 KEEPSPINNINGinSG GOT7KEEPSPINNINGinSG GOT7inSG pictwittercomHX2UrtD7Bj,-0.1,0
7133,Not sure if yall kenna alr just got a call from Singtel lols dont fall for the scam ,0,1
7134,Trending SGX News  Stocks to watch Singtel Yanlord United Engineers Oxley Cromwell EReit   ,-0.8,0
7135,Trending HKEX News  Stocks to watch Singtel Yanlord United Engineers Oxley Cromwell EReit   ,-0.2,0
7136,HELP RTNCT DREAM TOUR THE DREAM SHOW IN SINGAPORE TICKETING SERVICE30SGD   Limited slotExperienced and trustedDM if interested priority singtelNCTDREAM NCTDREAMinSG TheDreamShow JISUNG JAEMIN JENO HAECHAN CHENLE RENJUN DREAMIESpictwittercomaNpWi88Asw,0,1
7137,Singtel or Shittel Dropped to 3G network out of nowhere and then disconnection,0.7,1
7138,SO EXPENSIVE I WANT CAT 1 BUT 268 NSKXKWJZSOZJ BUT IM STILL GG LOL,0,1
7139, 21  900   2259     SINGTEL  22  1100    ,0.2,1
7140,I went for AB6IXs FM  and for me it was considered big but now thinking abt itits smallpictwittercomrpx1L63q7S,0,1
7141,Whoever going to nct the dream show in singapore i need a plus one from malaysia Willing to help buy the ticket singtel priority,-0.3,0
7142,Bruh same are you doing singtel,0.7,1
7143,Anyone have Singtel HHH,0.4,1
7144,NANGIS,-0.2,0
7145,HELP RT  OPEN JASTIP TICKET NCT DREAM THE DREAM SHOW IN SINGAPORE  15 Feb 2020  The Start Theatre  Price list Yellow  IDR 3400000Blue  IDR 3000000Red  IDR 2550000Orange  IDR 2050000  Presale SingtelDREAMSHOWINSG THEDREAMSHOWinSGpictwittercom4Dk7GuyiNA,0.1,1
7146,They deserve to get extended stage omg please,0.7,1
7147,Fix unit nihsemogaaaa,-0.8,0
7148,FRICKKCKKCKCKCKCKCKCJCKCJ OMG,0.3,1
7149,as much as i hate youtube ads but the christmas ad by @singtel managed to catch my attention and touched my heart Kudos @Singtel,0,1
7150,We hear you on this Were always looking for ways to improve our customers experience  well be sure to relay your feedback to the respective teams for further reviews of our processes Thank you,0,1
7151,how could you give them less than 5000 seats you arent even opening circle 2,0.4,1
7152,Dan aku yakin row depan akan habis buat yg first salespake singtel haha,0,1
7153,Singapore stock watch Singtel Yanlord UE Oxley Cromwell EReit Citic Envirotech SIIC Environment ,-0.3,0
7154,Ad nya Singtel yang The Gifts sampe ga aku skip ,0.3,1
7155,Does anyone live in Singapore familiar with the singtel priority sale for nct dream show My friend is a singtel user and she would like to provide me her account but neither of us know how it works,-0.6,0
7156,OPEN JASTIP NCT DREAM TOUR THE DREAM SHOW IN SINGAPOREDate 15 Feb 2020Venue The Star TheaterSingtel Priority Sale PresaleAll in Price see picture belowFull Payment onlyTiket fisik Limited slot minat dm  pictwittercom3uk4pYD4X1,0.8,1
7157,Stocks to watch @Singtel Yanlord United Engineers Oxley Cromwell EReit Citic Envirotech SIIC Environment ,0.7,1
7158,Cant believe im actually asking my singaporean friend hahahahah OMG HE USES SINGTEL,0,1
7159,The staff in store had to come and pick up my documents and said it will take 34 weeks to process the new cheque It could have been done when I first stepped into the shop and told one of the staff about the issue If I want to chat with a bot or agent I wont go to the shop,0,1
7160,I think the new @Singtel TV ad about the family coming together during Christmas was par excellence,0,1
7161,Do at stadium There are alot of NCT dream fans,0.3,1
7162,grabe huhuhu ang ganda nung ad ng singtel wth,0.6,1
7163,SingTel TECNOxTENIConcert,-0.3,0
7164,Anjirrr anjirrrr,0,1
7165,Noh kannn ih di singapuraaaa woyyy @Yasirafadillah @CitraAdiba22,0,1
7166,indoor stadium is literally right there this is NCT DREAM WE ARE TALKING ABOUT,-0.2,0
7167,HELLO DOES ANYONE KNOW HOW DOES SINGTEL PRIORITY WORKS LIKE PLS EXPLAIN TO ME HOW TO BUY TIX USING SINGTEL PRIORITY AND HOWS THE PROCESS LIKE ,0,1
7168,omg are you singtel user i just switched to m1 recently under sq corporate plan,0.4,1
7169,Temasek International chairman tipped to also helm Singtel board ,0,1
7170,please open circle 2 at the very least ,0,1
7171,ANJIRRR,-0.3,0
7172,@Singtel mebaca singlet ya allah ,0,1
7173,OKAYYYY,0.4,1
7174,kirain Indonesiaa ,0.1,1
7175,HELP RT  OPEN JASTIP TICKET NCT DREAM THE DREAM SHOW IN SINGAPORE  15 Feb 2020  The Start Theatre  Price list Yellow  IDR 3400000Blue  IDR 3000000Red  IDR 2550000Orange  IDR 2050000  Presale SingtelDREAMSHOWINSG THEDREAMSHOWinSGpictwittercomrwqdy4YWja,0.1,1
7176,does anyone has singtel ,0.1,1
7177,PLS THEYRE GOING TO SG I HAVE FAMILY THERE WE GONNA SWIM AND GET FREE ACCOMMODATION,0.1,1
7178,Hi Im looking for someone who can help me buy the tickets with singtel priority If you can pls send me DM with the details THEDREAMSHOWINSGNCTDREAMinSG,-0.4,0
7179,Sudah pasti ga nonton inihyuck tunggu gue smtown ya pasti dtnglop uuu,0,1
7180,ahhhh i bet youre going to buy the ticket with singtel priority righttt,0.2,1
7181,Hi guys I have the promo code for Singtel Priority Sale for NCTDREAMTOUR  THEDREAMSHOW  in SINGAPORE which starts on 21 Dec 2019 10am pm me if your interested to purchase THEDREAMSHOWinSG PROMOCODE,0.2,1
7182,3jeti conggduduk semuaa,0,1
7183,@byunstrawbaek,0.3,1
7184,Is there anyone kind enough to help me buy tickets during the singtel presale  Mostly the ticketing service that provides that are above my budget yelppppppppp,-0.7,0
7185,stress,0,1
7186,Z74 chart     SINGTELSGXSG FlagZ74 337 SGD 002 059 12 16 1706 UTC82 1255218B0095163767,0,1
7187,u can actually just ask help from a friend who has singtel ,-0.4,0
7188,im so headache why ticketing so soon,-0.3,0
7189,Hm @rashiyoo,0,1
7190,oh yeahyeahyeahsjslwlspsjsj,0.3,1
7191,welp fuck singtel then,-0.5,0
7192,Eh itu venue yg sama kayak iu kan yapas iu kmrn penjualan di hari singtel aja udh sold out,-0.5,0
7193,uhm i think you can go to the singtel website and key in your phone number and i think they will send the code via text or they will show it on the website i cant remember which,0.5,1
7194,what are the chances theyre coming to malaysia,0,1
7195,Huaa sial pen ikut gak ada ongkos berangkat pergi terkutuklah aku ini ,-0.9,0
7196,please considering changing the ticketing date its too short notice and some NCTzens may not be able to make it or come out the money  also star theatre is really small and can prob only fit like a quarter of fans wanting to go indoor stadium is way better ,0,1
7197,how does that work like im recontracting w singtel next year,-0.3,0
7198,APAKAH KITA PERLU KE SINGAPORE @desamaylia,0,1
7199,SINGTEL WIFI IS BLOODY USELESS CIBAI,-0.1,0
7200,Ongkosin yak wkwkwk,0,1
7201,HELP RT INA OPEN JASTIP TICKET ONLYNCT DREAM CONCERT IN SG Close PO 20 November 2019 1700 WIB FULL PAYMENT ONLY SINGTEL PRIORITYMinattanya2 DMNCTDREAM THEDREAMSHOWinSG NCTDREAMINSG@kpopsellbuyina @LapaknyaZennie @NCTSellingINA @NCTtradeINApictwittercomf4yZSRGXIt,-0.6,0
7202,  singtel   ,-0.1,0
7203,HELP RT INA  THE DREAM SHOW IN SINGAPOREOPEN JASTIP TICKET ONLYNCT DREAM CONCERT IN SG Close PO 20 November 2019 1700 WIB  FULL PAYMENT ONLY SINGTEL PRIORITY Minattanya2 DMNCTDREAM THEDREAMSHOWinSG NCTDREAMINSGpictwittercomSl9d5csTHT,0,1
7204,Sabar nak sambil elus pundak kicut,0,1
7205,konser teroos  nonton langsung kaga ,-0.7,0
7206,CHANGE THE VENUEEE PLEASEEEE SO MANYYYY NCTZEN WILL BE THERE,0.2,1
7207,  it was 22 heh usually they reserve tickets for general sales if you dont have singtel priority ,0,1
7208,@mfthsknh haaahaahhhhhh,-0.1,0
7209,hey @OneProductionSG is it okay if you could change the ticketing date like i mean its too fast like why do it this week when the concert only starts on Feb 15 can it at least be on January 2020 or smth,0,1
7210,Aku mau buka jastip NCT DREAM TOUR THE DREAM SHOW  mutual ku ada yang mau Kebetulan temen ku stay di singapore jadi bisa beli presale singtel NCTDREAM NCTDREAMINSG THEDREAMSHOWINSGpictwittercombryhnWo67S,0.3,1
7211, lysn    singtel    ,-0.4,0
7212,  you enter the number thats under a singtel contract and the code will be sent to the number you can but you need to get the code first ,0.2,1
7213,Gk,0.8,1
7214,  yes can but you need to show the counter that your service provider is singtel ,-0.5,0
7215,  nope but for singtel priority you need to get a code for online sales that only singtel users can get for offline sales you just need to show the counter t ,0.6,1
7216,Anyone here has ever bought singtel priority sale ticket I need to ask something c,0.3,1
7217,pls consider changing venue to indoor stadium pls,0.1,1
7218,CHANGE LOCATION PLS TOO SMALL LA SIA,0.2,1
7219,any of you knows whos malay promotor for concert is just curious,0.4,1
7220,any of you pernah beli tiket pakai aplikasi jenius tak,0,1
7221,@dancdelion Sikat mang,0.6,1
7222,htbhelp to buy tickets for NCTDREAMinSG THEDREAMSHOWinSG since im getting them for myself too  will be purchasing using singtel prioritycommission 15ticket regardless of cat dm for ticketing experience  to reserve a slot ,0,1
7223,If ure singtel customer u can buy the best tickets first D which means they are the first to access the every available seat but have to compete with other singtel users as well,0.1,1
7224,OWKWHSH WTFGHDS,0.4,1
7225,21 22   21  55555  singtel,-0.2,0
7226,Replied you on DM,-0.5,0
7227,Im cryin,-0.1,0
7228,bro change the venue,0,1
7229,I HAVE NO MONEY,0,1
7230,hiii is it possible to use someone elses singtel to buy,0,1
7231,Lah tiketing nya cepet bet,0.3,1
7232,HELP RT Does anyone can help me to buy this ticket for Singtel mobile userINA priority If you can help please dm me  pictwittercombuht2g3ykR,-0.5,0
7233,Temasek International chairman Lee Theng Kiat tipped to also helm Singtel board ,0.7,1
7234,ohhhhh what about the singtel one though,0.2,1
7235,time to use circles life la eh fuck singtel makan duit,0.5,1
7236,UPCOMING NCTDREAM will be in Singapore for their 1st concert tour THE DREAM SHOWDate15 Feb 20206pmThe Star TheatreTicket268228188148 Singtel priority sales will start on 21 Dec10am General sales will start on 22 Dec12pm pictwittercomhKlbf8PELz,0,1
7237,bless my mom for choosing to use singtel,0,1
7238,hello  does anyone know if you can buy the singtel priority ticket at the star theatre box office  THEDREAMSHOWinSG,0.2,1
7239,ada rumour about SMTOWN concert means nct dream  nct 127  exo and artist sm akan datang but idk real or not ,0,1
7240,Thank you Singtel for the panettone for Christmas singtel @ Singapore ,0.5,1
7241,Time I not sure but usually at Singtel Facebook page they will post on how u can get the code,0,1
7242,U GOT SINGTEL,-0.3,0
7243,True Its small asf,-0.4,0
7244,I was imagining Singtels NC implementing its very robust board skills matrix as part of its nominating process It notices they dont have anyone without prior experience as a director to add diversity So they figure they should get him Its a puzzling appointment for sure,-0.5,0
7245,gak ngerti lagi sama cara sm bikin tour artisnya seolah mereka gk ngakuin kemampuan artisnya sendiri ,0,1
7246,INFO191216 NCTDREAM  The Dream Show 15  2020  1800 The Star Theater SINGTEL 21  20  1000  0900  22  20  1200  1100  pictwittercomIOiZPztDLy,0.5,1
7247,Help RTTicketing Service forNCT Dream Tour The Dream Showin Singapore  DM if interested Will buy it during Singtel Priority Sale Service fee  50SGD including 4SGD processing feesReceive full payment only NCTDreamInSG THEDREAMSHOWINSG@msianctizenpictwittercom1qotLRGiEX,0.2,1
7248,i also dk leh plus they say check singtel but singtel nvr post anyth,0.3,1
7249,IKR,0,1
7250,aa i also dk must we be singtel users or sth,0.1,1
7251,OMG DREAMIES ARE COMING,0,1
7252,DM done pls check and action,-0.5,0
7253,Mo mati gue @pcyimurgirl,0.5,1
7254,yashhhh sist pls INDOOR STADIUM ,0,1
7255,Yah stage nya kok gitu  anak anakku mau konser bukan pensi pliss,0.2,1
7256,You need to get a code using a singtel no The code you can get the night before the ticket sale,-0.1,0
7257,BRO NCT DREAM FIXED UNIT YASSSS,0.4,1
7258,New Temasek International chairman tipped to also helm Singtel board ,0.7,1
7259,star theatre small eh,-0.2,0
7260,ik this is not for us but im just waiting for them to come to nyc ,-0.1,0
7261,hi can anyone help how do i use singtel presale ahhaha,0.5,1
7262,OPEN TICKETING SERVICE FOR THEDREAMSHOWINSG NCTDREAMINSG  Singtel Priority  Diurus sampe Tiket Fisik Fee 250KTiket Trusted pictwittercomEiPI0puPUn,0.2,1
7263,HELP RT Open Jastip Tiket NCTDREAMinSG THEDREAMSHOWinSGFee 200rb  tiketSingtel Priority ticketing sehari sblm public kalau tiket ga dapet refund 100 Kalau ada yang mau ditanyakan langsung dm aja ya  pictwittercomiBAwR72AEY,0.1,1
7264,Guys aku pake kode singtel gak mau jastip di akohhhh wkkwkw,0,1
7265,You can share your number with us via DM with your full name so we can attend to your request,0.4,1
7266,WHATS THAT BOX A BOX C THINGY THO,0.1,1
7267,anyways HYUCK IM COMING,0.1,1
7268,BAYARIN DONG @whatloseesee,0,1
7269,mmf bikin bingung,-0.2,0
7270,OMG THEYRE COMING HERE,0,1
7271,RIGHT  THEY CAN MOVE ARND BETTER,0,1
7272,Gatau,0.4,1
7273,Ticket only bisa dm ya untuk price aku offline ticketing di SG pk singtel priority pictwittercomNRX0jHUGEl,0,1
7274,   singtel  ,0.9,1
7275,can anyone explaine to me how the singtel presale ticketing works because i come from overseas and i dont have a singtel card ,0,1
7276,gua gmn Gua ntn sp ,0.2,1
7277,Tpi gue yakin 2020 kesini Masa,-0.1,0
7278,Enjoy enjoy,0.1,1
7279,When you wanna check if Singtel Mio TV is down but the whole search results are just fangirls talking about getting tickets to a concert ,-0.2,0
7280,ncts yang buka jastip tds spore rep harganya dongg kalo bisa yang belinya pas tgl 21 yang singtel,0.2,1
7281,Kindly put my NBR on do not disturb list,0,1
7282,Senyumm aja ye masiihh gua pantau niih minn,-0.2,0
7283,IM LITERALLY NOT IN SG TO DO TICKETING ,-0.6,0
7284,YANG T U A NGALAH,0.1,1
7285,YAYYUYYYYYYY,0.1,1
7286,shit,0.8,1
7287,the venue is way too small omg change to indoor stadium pls this is our only chance to see the dreamies,0.1,1
7288,I kneow it,0.7,1
7289,CEPET LU JADI BABI,0,1
7290,eek Im so happy I wna see yall so bad ,-0.3,0
7291,See you Dreamies ,-0.1,0
7292,WHY IS THE TICKETING SO EARLY AND ALSO WHY IS IT STAR THEATREEE,-0.1,0
7293,PLEASE MOVE TO INDOOR STADIUM,0.3,1
7294,MOVE TO INDOOR STADIUM PLEASE,0.2,1
7295,@dhifly3424 woyyy ,0,1
